pH_treatment,Species,blank.rate,FileName,Intercept,umol.L.sec,Temp.C,block,experiment,tank,temp_treatment,predator,ID,BLANK,start.time,stop.time,volume,dry_weight,wet_weight,TA.start,TA.stop,dry_shell_weight,initial_wet_weight,umol.sec,umol.sec.corr,Respiration,NetPhoto,GrossPhoto
8,Rockweed,-1.53E-05,RW_T14_80_Dark_20240612_O2,224.7776428,-0.00543351,19.88547692,S117,b,14,20,c,80,0,19:27:00,19:48:00,647,0.7782,2.5054,NA,NA,NA,NA,-0.003515481,-0.003500173,16.19201297,34.72182377,50.91383674
8,Rockweed,-1.53E-05,RW_T14_81_Dark_20240612_O2,242.607321,-0.004347947,19.97247692,S117,b,14,20,p,81,0,19:27:00,19:48:00,648,0.8736,2.561,NA,NA,NA,NA,-0.00281747,-0.002802162,11.54737152,50.08959984,61.63697136
8,Rockweed,-1.53E-05,RW_T14_82_Dark_20240612_O2,236.0836803,-0.004031228,19.97815385,S117,b,14,20,p,82,0,19:27:00,19:48:00,647,0.7548,2.7541,NA,NA,NA,NA,-0.002608205,-0.002592897,12.36675842,86.17184046,98.53859888
8,Rockweed,-1.53E-05,RW_T14_83_Dark_20240612_O2,239.9527138,-0.004691787,19.94686154,S117,b,14,20,c,83,0,19:27:00,19:48:00,649,0.5416,1.9436,NA,NA,NA,NA,-0.00304497,-0.003029662,20.13808003,38.95279334,59.09087338
8,Rockweed,-1.53E-05,RW_T14_84_Dark_20240612_O2,187.6619404,-0.00318377,19.94449231,S117,b,14,20,p,84,0,19:27:00,19:48:00,646,0.7226,2.7762,NA,NA,NA,NA,-0.002056715,-0.002041408,10.17031347,35.92804127,46.09835474
8,Rockweed,-1.53E-05,RW_T17_91_Dark_20240613_O2,251.930878,-0.00652969,16.31769643,S107,b,17,16,c,91,0,14:22:00,14:44:00,648.5,0.8019,2.8175,NA,NA,NA,NA,-0.004234504,-0.004219196,18.94139827,39.62738357,58.56878185
8,Rockweed,-1.53E-05,RW_T17_92_Dark_20240613_O2,252.3780228,-0.007209391,16.54648214,S107,b,17,16,p,92,0,14:22:00,14:44:00,647.5,1.0265,3.1896,NA,NA,NA,NA,-0.004668081,-0.004652773,16.31756787,37.69226983,54.00983771
8,Rockweed,-1.53E-05,RW_T17_93_Dark_20240613_O2,258.8398804,-7.87E-04,16.46933929,S107,b,17,16,c,93,0,14:22:00,14:44:00,647,0.7062,2.1481,NA,NA,NA,NA,-5.09E-04,-4.94E-04,2.517662702,69.85128382,72.36894652
8,Rockweed,-1.53E-05,RW_T17_94_Dark_20240613_O2,259.5654472,-0.008092892,16.38898214,S107,b,17,16,p,94,0,14:22:00,14:44:00,646.5,0.8753,2.7165,NA,NA,NA,NA,-0.005232055,-0.005216747,21.4558321,56.74574385,78.20157596
8,Rockweed,-1.53E-05,RW_T17_95_Dark_20240613_O2,256.1261441,-0.008089357,16.40825,S107,b,17,16,p,95,0,14:22:00,14:44:00,646.5,1.0481,3.7815,NA,NA,NA,NA,-0.005229769,-0.005214462,17.91056434,63.26725572,81.17782006
8,Rockweed,-1.53E-05,RW_T17_96_Dark_20240613_O2,245.1648657,-0.005155614,16.38682143,S107,b,17,16,c,96,0,14:22:00,14:44:00,647.5,0.6269,2.4619,NA,NA,NA,NA,-0.00333826,-0.003322953,19.0821969,34.24649101,53.3286879
8,Rockweed,-1.53E-05,RW_T18_100_Dark_20240429_O2,249.3920378,-0.003895114,16.37097701,S18,a,18,16,c,100,0,12:46:00,13:18:00,648,0.8466,2.9928,NA,NA,NA,NA,-0.002524034,-0.002508726,10.66786551,73.32244645,83.99031196
8,Rockweed,-1.53E-05,RW_T18_101_Dark_20240429_O2,188.4007206,-0.004652727,16.37291954,S18,a,18,16,c,101,0,12:46:00,13:18:00,648,1.2779,3.8461,NA,NA,NA,NA,-0.003014967,-0.00299966,8.450406562,25.44989269,33.90029925
8,Rockweed,-1.53E-05,RW_T18_102_Dark_20240429_O2,233.1909552,-0.004428857,16.2593908,S18,a,18,16,p,102,0,12:46:00,13:18:00,648,0.8044,2.9943,NA,NA,NA,NA,-0.002869899,-0.002854592,12.77539857,34.26741876,47.04281733
8,Rockweed,-1.53E-05,RW_T18_97_Dark_20240429_O2,200.654704,-0.003191616,16.36721839,S18,a,18,16,p,97,0,12:46:00,13:18:00,648,0.8097,2.6123,NA,NA,NA,NA,-0.002068167,-0.00205286,9.127201192,47.60347833,56.73067952
8,Rockweed,-1.53E-05,RW_T18_98_Dark_20240429_O2,212.6660905,-0.003654942,16.40064368,S18,a,18,16,p,98,0,12:46:00,13:18:00,648,0.9123,2.7263,NA,NA,NA,NA,-0.002368402,-0.002353095,9.28547813,22.16685394,31.45233207
8,Rockweed,-1.53E-05,RW_T18_99_Dark_20240429_O2,250.0597331,-0.004698631,16.3392069,S18,a,18,16,c,99,0,12:46:00,13:18:00,646,0.9821,3.1062,NA,NA,NA,NA,-0.003035316,-0.003020008,11.07018558,61.51005232,72.5802379
8,Tegula,-2.99E-05,TEG_T13_03_20240430_O2,224.1864208,-0.003542605,20.14339773,S52,a,13,20,NA,3,0,16:23:00,17:24:00,115,0.0445,2.3898,16:00:00,17:27:00,1.9494,2.3647,-4.07E-04,-3.77E-04,30.5362173,0,30.5362173
8,Tegula,-2.99E-05,TEG_T13_15_20240430_O2,237.0859023,-0.00301784,20.29653977,S52,a,13,20,NA,15,0,16:23:00,17:24:00,115,0.1149,1.7951,16:02:00,17:30:00,1.4442,1.7533,-3.47E-04,-3.17E-04,9.935674151,0,9.935674151
8,Tegula,-2.99E-05,TEG_T13_59_20240430_O2,229.7351247,-0.003791398,20.12563068,S52,a,13,20,NA,59,0,16:23:00,17:24:00,115,0.0451,2.2136,16:05:00,17:31:00,1.8067,2.1855,-4.36E-04,-4.06E-04,32.41379095,0,32.41379095
8,Tegula,-2.99E-05,TEG_T14_17_20240614_O2,233.5554486,-0.00397997,20.2209887,S154,b,14,20,NA,17,0,1:34:00,2:35:00,115.25,0.0313,1.4391,1:25:00,2:38:00,1.1725,1.4052,-4.59E-04,-4.29E-04,49.31350649,0,49.31350649
8,Tegula,-2.99E-05,TEG_T14_50_20240614_O2,241.8387009,-0.004692664,20.16925989,S154,b,14,20,NA,50,0,1:34:00,2:35:00,115,0.033,1.7413,1:25:00,2:38:00,1.4222,1.7484,-5.40E-04,-5.10E-04,55.60563927,0,55.60563927
8,Tegula,-2.99E-05,TEG_T14_63_20240614_O2,232.9613283,-0.004265159,20.00946328,S154,b,14,20,NA,63,0,1:34:00,2:35:00,115,0.0347,2.0212,1:25:00,2:38:00,1.6078,1.9747,-4.90E-04,-4.61E-04,47.78095176,0,47.78095176
8,Tegula,-2.99E-05,TEG_T17_15_20240615_O2,210.5523767,-0.002379261,15.83117045,S143,b,17,16,NA,15,0,12:40:00,13:42:00,115.25,0.0337,1.5689,12:25:00,1:45:00,1.283,1.5497,-2.74E-04,-2.44E-04,26.09432015,0,26.09432015
8,Tegula,-2.99E-05,TEG_T17_34_20240615_O2,227.3195228,-0.002304612,15.89721023,S143,b,17,16,NA,34,0,12:40:00,13:42:00,115,0.0331,1.7216,12:25:00,1:45:00,1.4096,1.6919,-2.65E-04,-2.35E-04,25.56895976,0,25.56895976
8,Tegula,-2.99E-05,TEG_T17_44_20240615_O2,251.5269694,-0.004948028,15.89841477,S143,b,17,16,NA,44,0,12:40:00,13:42:00,115,0.051,2.1325,12:25:00,1:45:00,1.6951,2.0688,-5.69E-04,-5.39E-04,38.05307435,0,38.05307435
8,Tegula,-2.99E-05,TEG_T18_08_20240430_O2,191.3893848,-0.001856451,16.36558192,S39,a,18,16,NA,8,0,19:50:00,20:25:00,120,0.0339,2.1306,6:37:00,8:30:00,1.6984,2.0516,-2.23E-04,-1.93E-04,20.47817204,0,20.47817204
8,Tegula,-2.99E-05,TEG_T18_11_20240430_O2,211.0822672,-0.002415476,16.29094915,S39,a,18,16,NA,11,0,19:50:00,20:25:00,120.5,0.041,2.1805,6:38:00,8:35:00,1.7291,2.1692,-2.91E-04,-2.61E-04,22.92821192,0,22.92821192
8,Tegula,-2.99E-05,TEG_T18_37_20240430_O2,240.4468629,-0.002337688,16.18669492,S39,a,18,16,NA,37,0,19:50:00,20:25:00,121,0.0476,2.022,6:35:00,8:39:00,1.5828,1.9798,-2.83E-04,-2.53E-04,19.12857338,0,19.12857338
